ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B011N2H1KK,"Airplane Headphone Adapter, UCEC 3.5mm Golden Plated Airline Earphone Adapter for in-Flight Entertainment System, 2 Pack",UCEC,3.7 x 1.3 x 0.2 ,,2015-07-15,0.0512,No,4330149347,BuyInOneBox,1354,HeadphoneAdapters
B00DSTBN0G,JVC HAF160A Gumy Ear Bud Headphone Blue,JVC,1.5 x 2.17 x 7.09 ,,2013-07-17,0.0256,No,HAF160A,YellowDeal,5079,Earbud
B07PBZMMXP,"Bulk Earbuds Headphones 50 Pack Earphones with Comfortable Silicone Ear-Bud for School Classroom Students Kids and Adult Individually Bagged (50Pack,Mix 8 Colors)",AMCHANGE,8.9 x 6.26 x 2.68 ,,2019-02-25,0.0512,,,AMCHANGE,7047,Earbud
B08KZT1HL8,"Kids Headphones Cute Unicorn Headphones for Kids, Over Ear Wired Kids Headsets with LED Glowing Cat Ears and 3.5mm Jack for Girls, School, Travel, Home (Pink)",l'aise vie,8.7 x 7.52 x 2.09 ,,2020-10-10,1.584,,,l'aise vie,3056,On-EarHeadphones
B08DRMS57Y,"Bluetooth Car Adapter, BAVNCO USB 5.0 Wireless Bluetooth 3.5mm Aux Jack Stereo Transmitter Receiver Hands-Free Car Kit Built-in Micphone for Car/Home Stereo Headphone PC TV More(Black)",,,,2020-07-28,,,,Debaobe,16,BluetoothCar
B08QHJ54X8,"Aux Cord, 3.5mm Male to Male Stereo Audio Cable Compatible with Stereos, Speaker, iPod iPad, Headphones and More-VIOY (1.5FT)",manguo2019,7.6 x 5.24 x 0.28 ,,2020-12-14,0.05072,,,manguo2019,1225,Stereo1/4-inch
B0756FZHTT,3m Cable for 99 Classics (Silver),Meze Headphones,118.11 x 0.39 x 0.39 ,,2017-08-28,0.2048,No,3mCables99ClassicsWS,MEZE HEADPHONES,497,HeadphoneExtension
B00JOTXSAW,"Bud Buttons By SPRK - Magnetic Headphone & Earbud Cord Organizer - Sure Stay Clip Great for Musicians, Runners & Outdoor Fitness (Black/Black)",SPRK Innovations,2.5 x 1.5 x 0.5 ,,2013-06-27,0.05648,No,8.57721E+11,SPRK Innovations,5887,AudioHeadphones
B07HCZQG55,"homEdge 3 Packs Metal Jacket Magnetic in-Ear Earphone with Mic and Remote Control，3.5mm Wired Aluminum Case Earbuds Headset Headphone for Smartphone, Desktop, Laptop, MP3, Walkman (Black+White+Rose)",homEdge,5.5 x 3 x 1.2 ,,2018-09-18,0.2528,No,,homEdge,5509,Earbud
B086WL48MV,"2020 Upgrade Version iPhone Earphones with 3.5mm Headphone Plug MFi Certified with Mic +Call+Volume Control Passive Noise Reduction Earbuds Compatible with iPhone 6s/6plus/6/5s,Android,PC Etc.",OEO Design,1.97 x 1.97 x 0.31 ,,2020-04-08,0.1128,,i3 pro Earphones,Happy IT.,3743,Earbud
B087R2HXFM,with Bluetooth V5.0 Earphones Wireless Headphones with Microphone Sports Waterproof Headsets 2200mAh Charging Box for iPhone Android,SHUANGYIN,5.12 x 4.33 x 1.85 ,,2020-04-29,0.00064,,B5,湖北霞光电力设备有限公司,22403,Earbud
B07NV9S67B,SMSL sAp-5 MAX9722 HiFi Bassy Portable Headphone Amplifier Black,Amalen,2 x 2 x 1 ,,2019-02-17,0.768,,,AMALEN,388,HeadphoneAmps
B07YNGJ9V7,Infinitive Noise-Isolating in-Ear Earbuds Stereo Sound - Black,Infinitive,6.57 x 1.97 x 1.06 ,,2019-10-29,0.10144,,,,11546,Earbud
B00GN76HAG,"KabelDirekt – 3.5mm Y adapter & jack & AUX splitter (1×3.5mm male to 2×3.5mm female, connect two sets of headphones to a smartphone/tablet/notebook, stereo, 4in, black)",KabelDirekt,0.2 x 4.1 x 5.1 ,,2015-01-07,0.096,No,360,KabelDirekt Products,103,Stereo1/4-inch
B017U71W52,"AGPTEK Over The Ear Earbuds for Running, Wrap Around Ear Wired Sports Headphones for Workout Exercise, Sweatproof in-Ear Earbuds with Mic for Cell Phones MP3 Laptop, Come with 5 Sets Silicon Ear Buds",AGPTEK,3.7 x 3.3 x 1.6 ,,2015-11-11,0.3824,No,AGPTEK,Auksas,444,On-EarHeadphones
B086K2G87V,"MioHHR Case for AirPods Pro, 360° Full Protective Dustproof TPU Clear Cute AirPods Case Cover for Apple AirPod 3 2020 Cases for Girls with Keychain Strap Multi Color for Women and Men (Yellow)",Fitlink,3.1 x 2.5 x 1.2 ,,2020-03-30,0.10144,,,Magic treasure,6402,HeadphoneCases
B0037Z1FRM,PyleHome Wired Waterproof Ear Headphones - IP7 Marine Grade Flexible and Comfortable Wearable Earphones for Sport like Swimming Running Gym Workout w/ 3 Earbud MP3 and ipod Compatible PWPE10W,Pyle,7.12 x 4.73 x 1.07 ,,2010-01-25,0.128,No,PWPE10W,,5290,Earbud
B00JGZH6KM,Sony MDREX15AP Fashion Color EX Series Earbud Headset with Mic (White),Sony,2.63 x 1.25 x 6.75 ,,2014-04-04,0.01696,No,MDREX15AP/W,,4017,Earbud
B07RK1MW7N,"SZMDLX Bluetooth 5.0 Receiver, Portable Clip Wireless Audio Aux Adapter Bluetooth Car Kit (Voice Assistant, A2DP, Built-in Microphone for Home/Car Audio with 3.5mm Stereo Output)",SZMDLX,2.36 x 0.59 x 0.55 ,1 Lithium ion batteries required. (included),2019-05-07,0.06208,,,SZMDLX-US,326,BluetoothCar
B08FTJ5MZ5,Xiaomi Redmi AirDots S Earbuds Basic S Headphones Wireless Headset with Mic for iPhone and Android Bluetooth 5.0 Stereo Touch Control Gaming Mode 1PX4 Waterproof with Charging Battery Case TWSEJ05LS,Redmi Xiaomi,5.4 x 3 x 1.1 ,1 Lithium ion batteries required. (included),2020-08-13,0.6368,,,XiaomiYoupin,2160,Earbud
B08NVTDJG7,"USB C to 3.5mm Headphone Jack Adapter 2 Pack, OKD USB C Headphone Adapter Type C to 3.5mm Aux Audio Cable Cord Compatible with Pad Pro/Pixel/Pixel 2/2XL/3/Moto Z/Z2/Huawei Mate 30 20 10 Pro, P30 P20",OKD,12 x 7.5 x 1 ,,2020-11-19,0.10144,,OKD-C35,OKD-US,2866,HeadphoneAdapters
B08KSG1N45,"Headphone Extension Cable, 3.5mm Audio Male to Female Stereo Extension Adapter Nylon Braided Cord Compatible for iPhone, iPad, Smartphones, Headphones, Tablets, Media Players",NIUTA,6 x 4 x 0.5 ,,2020-08-24,0.16,,DC9541-145,VOTOPD,684,HeadphoneExtension
B081K95WKL,"Earbuds, in-Ear Headphones Earphones with 3.5mm Jack Heavy bass Earphone Call with Mic Stereo Earbud Metal Headphones YENIE (Red and Black 2 Pairs)",YENIE,5.51 x 3.15 x 0.67 ,,2019-11-15,0.1296,,Y5,YENIE-,1778,Earbud
B08K8NJ79N,"JEEUE 1/4"" to 3.5mm Headphones Adapters, Upgrade 6.35mm(1/4"") Male - 3.5mm Female Socket Stereo Pure Copper Jack Adaptor Bring You Professional Sound Black",JEEUE,4 x 2.5 x 0.3 ,,2019-04-24,0.10144,,,JEEUE,730,HeadphoneAdapters
B06XK4YPPP,Cartoon Earphone 3D Cute Animal Unicorn Earbuds Headphones Suitable to Remote and Mic for Apple Samsung HTC Android Smartphones Tablets Hands-Free/in-Ear Style Earbuds of Elec,DaTang,6.5 x 1.38 x 2.68 ,,2017-03-12,0.1024,No,CALGT-0001,Sky Digital city,3580,Earbud
B077ZVMBZH,VENTION Gold Plated 2.5mm Female Jack to 3.5mm Male Jack Stereo Full Metal Earphone Audio Headphone Adapter Connector Support MIC Function (2 Pack),Vention,5.59 x 3.94 x 0.31 ,,2017-12-08,0.11264,No,8541767816,Vention US,290,HeadphoneAdapters
B08N12P5VH,"Earbuds, Wired in-Ear Headphones, Noise Isolating, Bass Driven Sound Crystal Clear Sound, Compatible with MP3 Players, Computers, Smartphones, Tablets, iPad, iPhone",Amuoc,3.19 x 3.15 x 0.87 ,,2020-11-09,0.05072,,,Amuoc-Holder,2666,Earbud
B08F7LFWXR,"Switch Bluetooth Adapter Transmitter Passthrough Receiver for Switch, Bluetooth 5.0 USB-C, Built-in Digital Mic APTX, Low Latency, Voice Chat, for Bluetooth Speaker/Earbuds/Headphones/Airpods",TXLBTTL,3 x 3 x 0.5 ,,2020-08-04,0.1296,,,Qiaoting,9391,Electronics(
B085RFZFM6,Replacement 3.5mm Aux Crusher Wireless Headphones Cabls for Skullcandy Crusher,QQC,3.31 x 2.76 x 0.47 ,,2020-03-11,0.05072,,,Sun-wind,2045,AudioCables
B087D5MN6R,MAGNAVOX MHP5032M-WH Foldable Stereo Headphones with Microphone in White | Wired On Ear Headphones | Corded Headphones with Microphone | 3.5 mm Plug Suitable for Computers & Mobile Phones |,World and Main,7 x 1.38 x 9 ,,2020-04-21,0.64,,,California Distribution Inc,1496,On-EarHeadphones
B08BS5B213,"KAIROU Headphone Stand with Cable Organizer Aluminium Alloy Headset Holder, Mount, Hanger, Gaming | for All Headphones Sizes (Silver)",KAIROU,11.81 x 5.91 x 1.38 ,,2020-07-15,1.136,,,abelipico,681,HeadphoneStands
B08CZSCC7K,"Motorola Moto Buds Charge - True Wireless Bluetooth in-Ear Headphones - Charging Case, IPX5 Waterproof Cordless Earbuds, Mobile Charge Capability, Up to 10 Hours Battery Life, Built-in Mic - Black",Motorola,5.28 x 4.33 x 1.93 ,1 Lithium ion batteries required. (included),2020-11-02,1.008,No,MOTOBUDS-BK,Wireless Cloud,4732,Earbud
B082CXG61N,"Noise Cancelling 3.5mm Audio Jack in-Ear Wired Metal Earphones Earbuds Headphones with Microphone Volume Control for Samsung Galaxy Note 9 A20 S10 S9, LG V40 ThinQ, Stylo 5, Moto Z4 G6 Plus (Black)",Vaytong Inc,7.4 x 2.91 x 1.02 ,,2019-12-04,0.3824,,,VANQUISH HEAVY LIFT,11305,Earbud
B07KJFFKHP,BLLQ 6 Pairs Replacement Triple Flange Ear Tips Earbuds Eartips Silicone Buds for Most in Ear Headphones (Sony Senso etc.) Black [Medium Size] (3flange Tips M),BLLQ,4 x 3 x 0.4 ,,2018-11-14,0.05072,No,pad-3flange-6pM,bestquality&service,1471,HeadphoneEarpads
B07T143KMX,"Audio Replacement Cable with in-Line Mic Remote Volume Control Compatible with Sennheiser PXC550, PXC480 Headphones, Audio Cord Compatible with Samsung Galaxy Huawei Android",Ablet,6.38 x 2.2 x 0.28 ,,2019-06-12,0.08448,,,Ablet Direct,361,HeadphoneExtension
B08LZKL5DV,"LancaTune Earphones, Wired in-Ear Headphones with Mic, Remote Control and 3.5mm Jack, Powerful Bass, Portable Headphones, Compatible with iPhone, iPod, iPad, Mac, PS3/PS4/PS5, Android Devices, Black",Lanca Innovations,6.5 x 3.9 x 1 ,,2020-10-27,0.2304,,,Lanca-Innovations,9889,Earbud
B08BP85T56,"USB C Hub for iPad Pro,5-in-1 Adapter for iPad Pro 2018 2020 12.9/11 inch,with Type-C Earphone Headphone Jack ,4K HDMI,USB-C PD Charging,2 USB 3.0",NXPGKEA,3.7 x 0.9 x 0.5 ,,2020-06-23,0.2304,,NXPGKEA,NXPGKEA,308,USBHubs
B018YKTF0I,Swimbuds Sport Headphones and 8 GB SYRYN Waterproof MP3 Player with Shuffle Feature (Compatible with Post-2009 iTunes Files),Underwater Audio,2.4 x 0.9 x 1.5 ,1 Lithium Polymer batteries required. (included),2015-12-07,0.1008,No,SYRN-SBS,Underwater Audio,31213,Electronics(
B073W2Z9NV,Nightwolf 5pcs 6.35mm 1/4 inch Male to 3.5mm 1/8 inch Female Stereo Audio Headphone Earphone Jack Adapter(Black),,5.98 x 3.5 x 0.31 ,,2017-07-11,0.15776,No,,NightWolf,,
B01BXZ287S,KIDdesigns eKids Disney Descendants Light Up Headphones 4 Modes Comfortable Stylish Design (DIM52DE),KIDdesigns,8.1 x 7.9 x 3.1 ,,2016-02-18,2.176,No,DIM52DE,Middletown Outdoors,2104,Over-EarHeadphones
B08QCR3BSY,"ADXCO 129 Pieces Cell Phone Cleaning Kit Camera Cleaning Kits USB Charging Port and Headphone Port Brush Set Compatible with Phone, iOS Android, Cell Phone, Electronics Cleaner",ADXCO,8.23 x 4.53 x 1.89 ,,,0.5632,,,ADXCO US,34,Camera
B01M5AWORT,Zonman Wireless Bluetooth Hat Headphones+Free Touchscreen Gloves for Fitness Outdoor Sports Walking (Black),ATMSUPPLY,8.82 x 5 x 1.81 ,,2016-10-13,1.12,No,,ATMSUPPLY,12417,HeadphoneAccessories
B08H1SQ52L,"Wireless Earbuds Bluetooth 5.0 Headphone,AOPOY TWS Sports Wirless Earbuds IPX6 Waterproof 60H Playtime in-Ear Stereo Earphones with Touch Control and Charging Case for Sport Running Gym Workout iPhone",AOPOY,4.8 x 3.5 x 2.4 ,,2020-08-31,1.152,,X12,Novi Store,4405,Earbud
B017VX3VEK,"Urbanears Sumpan in-Ear Headphones, Indigo (4091381)",Zound Industries,5.79 x 2.68 x 1.81 ,,2016-05-06,0.0848,No,4091381,,5315,Earbud
B071FT5XQ1,"Women Girl Rhinestone Jewelry Design Pearl Necklace Earphones,Super Bass HiFi Wired Earbuds Headphones with Mic Stereo Sound Music Earpiece for iOS and Android Smartphone (Rose red)",Yongxiao Electronic,5.79 x 4.02 x 0.79 ,,2017-05-16,0.2528,No,,Ailsa Anne,11660,Earbud
B019EACGSU,AKG K52 Headphones,AKG,9.25 x 9 x 4.45 ,,2015-12-15,1.12,No,K52,BlockLetters,523,On-EarHeadphones
B00172T3Q2,Sony MDR-222KD Childrens Headphones (Black),Sony,9.75 x 7 x 2 ,,2001-10-02,0.752,No,MDR-222KD/BLK,,1517,On-EarHeadphones
B088BC8MS9,Neck Fan Hands Free Portable Bladeless Fan Mini USB Personal Fan 2000mAh Rechargeable Sport Fan Wearable Neckband Fan 3 Speed Headphone Design Hanging Neck Fan for Outdoor Indoor Office Black,xiyutaocijingyi,8 x 7 x 1.4 ,,2020-05-07,1.408,,,,859,USBFans
B08P4Q197W,"DOYO Aluminum Stand Holder for Game Controller / Headphones, Universal Controller Display Stand for PS4 / Xbox / PS5 / Nintendo, Gamepad Accessories",DOYO,11.42 x 8.98 x 3.58 inches; 1.99 Pound,,2020-11-25,1.98,,,Cowboy-US,41710,VideoGames
B08L64TH8B,Creative Sound Blaster Jam Ear Pads by AvimaBasics | Premium Replacement Earpads Cushions Cover Repair Parts for Creative Sound Blaster Jam Headphones (1 Pair Black),AvimaBasics,5.24 x 2.85 x 0.6 ,,2019-02-05,0.128,No,,OrderFly,5303,HeadphoneEarpads
B089FBS3XS,"Bluetooth Adapter,2-in-1 Wireless Bluetooth Transmitter Receiver with LED Display,Wireless Audio Adapter for TV/PC/Wired Speaker/Headphones/Car/Home Music Stream Stereo System (Black)",,,,2020-05-30,,,,Good voice,64,MP3Player
B01K3WXV8C,"3.5mm Audio Cable [2-Pack 3Feet], CableCreation Stereo Jack 3.5mm Aux Cable 90 Degree Compatible with Headphone, Phone, 2018 Mac Mini, Microsoft Surface Dock, iPhones, Car Stereo & More",CableCreation,0.08 x 9.37 x 6.38 ,,2016-08-10,0.10144,No,2.72457E+12,CableCreation,372,Stereo1/4-inch
B07ZVTRMXQ,"3.5mm Stereo Audio Plug to Mini XLR Female Cable, 1/8"" TRS Plug to 3-pin Mini XLR Female Headphones Audio Cable, 3.3 Feet - JOLGOO",Jolgoo,8.3 x 5.9 x 0.47 ,,2019-11-01,0.2528,,jg-cable-2019110101,Jolgoo,10746,MusicalInstruments
B08MYPQNFR,"[Apple MFi Certified] iPhone Aux Cord for Car, Lightning to 3.5mm Aux Cable Compatible with iPhone 12/12 Pro/11/XS/XR/X/8/7/SE/iPad for Car/Home Stereo, Speaker, Headphone (3.3ft White)",esbeecables,6.46 x 4.25 x 0.35 ,,2020-12-26,0.09568,,,Rellyuar,223,Stereo1/4-inch
B0816SBM5M,"USB C HUB for iPad Pro 11 12.9 2020 2018,iPad Air 4,7 in 1 iPad Pro Hub with 4K HDMI,3.5mm Headphone Jack,USB3.0,USB C PD Charging&Data,USB C Earphone Jack,SD/Micro SD Card Reader,adapter for iPad Pro",GKEAPZA,3.8 x 1.5 x 0.4 ,,2019-11-08,0.1968,,S701,Gkeapza,111,USBHubs
B07ZQ5MYZY,"YINSAN Gaming Headset with Microphone for Xbox One PS4 PC Headphones with mic, Bass Surround, LED Light & Noise-Isolation Mic, Compatible with PC/PS4/Xbox One/Switch (USB Extension Cable Contained)",YINSAN,7.87 x 7.52 x 3.7 ,,2020-12-15,1.136,,TM-7,YINSAN Direct,1583,VideoGames
B085Q76PDG,"Bluetooth Headphones, Dostyle Wireless Headphones Neckband V4.2 Magnetic Bluetooth Earbuds HiFi Audio in-Ear Earphones for Running Waterproof Headsets with Mic (Black)",dostyle,7.1 x 5.4 x 0.9 ,,2020-03-10,0.0896,,X13,SIMONG Direct,7733,Earbud
B07XYMNH6P,"Beben Bluetooth 5.0 True Wireless Earbuds with Charging Case for iPhone Android, 5H Continuous 25H Cyclic Playtime Waterproof Stereo Headphones with mic, in-Ear Earphones Headset for Sport",BEBEN,2.36 x 1.02 x 1.92 ,1 Lithium Polymer batteries required. (included),2019-09-16,0.2656,,T12,Hitofish Store,1159,Earbud
B08MKQ2PV8,"[Apple MFi Certified] 3PACK Lightning to 3.5mm Headphone Jack Adapter, iPhone Headphones/Earphones Adapter Aux Audio Dongle Cable Converter Compatible iPhone 12/12 Pro/11/X/XR/XS/8/7 Plus Support iOS",DESOFICON,6.58 x 4.22 x 0.32 ,,2020-11-10,0.07888,,,aixiong,1484,HeadphoneAdapters
B07DBXYNC4,"100pcs Disposable Headphone Covers Hygenx Sanitary Headphone Covers for 7cm-9cm Over Ear Headphone Earpads 3.15"" (8cm)",TVP,7.2 x 5 x 2.4 ,,2018-05-14,1.15,No,,Ivank,1505,Over-EarHeadphones
B08QRJS4YX,"Wired Controller for Xbox one, USB Gamepad Controller with Dual Vibration of Headphone Jack, Suitable for One S/Xbox One X/PC Windows 7/8/10",Leonnn,6.22 x 5.28 x 2.8 ,,2020-12-16,1.536,,,ORLANDE,39810,VideoGames
B07NYVDB6T,"YYST Self –Adhesive Game Controller Wall Mount Storage Organizer Hanger for Game Controller, Headphone, Cables,etc- 4/PK",YI YA SU,4.1 x 3.7 x 3.4 ,,2018-11-02,1.152,No,SMT0335-1,Estore Ship From China,95,HeadphoneStands
B06XH1D4ML,"Plantronics BackBeat 500 Wireless Bluetooth Headphones - Lightweight Memory Foam Headband and Earcups - Compatible with iPhone, iPad, Android, and Other Smart Devices - Grey",Plantronics,8.35 x 7.36 x 1.65 ,1 Lithium Polymer batteries required. (included),2017-04-05,0.864,No,"BackBeat 500, Grey",,906,On-EarHeadphones
B07ZS4MG1M,"Brookstone AirPhones Pro Wireless Over Ear Headphones, Active Noise Cancelling TWS Bluetooth Headphones, 30H Playtime, Deep Bass, High-Res Audio, Touch Controls, Comfort Ear-Cups, Portable, Black",Southern Telecom,7 x 2.2 x 8.7 ,1 Lithium ion batteries required. (included),2019-10-30,1,,BKH928,Brookstone Audio,4994,Over-EarHeadphones
B07VQLT75P,"Bluetooth 5.0 True Wireless Earbuds, Sports in-Ear Truly Wireless Bluetooth Headphones Deep Bass Low Latency Instant Pairing IPX5 Sweatproof Stereo Call w/Mic Mini Headset Earphones, Running Workout",Geekee,0.8 x 0.4 x 0.4 ,,2019-07-24,0.2816,,Geekee G450,GeeKee Direct,1419,Earbud
B08GM1GL9D,"Headphone Extension Cable, 3.5mm Male to Female Stereo Audio Cable (3.3 ft/ 1m)",NIUTA,6 x 4 x 0.5 ,,2020-08-25,0.256,,DC9541-145,,237,HeadphoneExtension
B07SS8VV5T,"Silicone Universal Headphones Case - Set of 2 - Large Pouch Compatible with Beats by DRE, Powerbeats, All Earbuds, USB Cable, Keys, Smartwatch - Fits in Pocket & Purse - Red and Black",Vitrix Mobile,4 x 3.4 x 1.9 ,,2019-06-06,0.6144,,RedBlack02,Vitrix Kitchenware,8050,HeadphoneCases
B08PBM5XSN,"USB Audio Adapter,USB to 3.5mm Audio Jack Adapter, USB External Sound Card Audio Adapter with 3.5mm Headphone and Microphone Jack,for Windows, Mac, Headphone, Speaker,Linux, PC, PS4 (Black/20cm)",DFsucces,5.7 x 4.1 x 0.3 ,,2020-12-20,0.08,,,DAMAISUCCES,177,ExternalSound
B07QZJPT8B,"Five Driver Headphones,KZ ZS10 PRO High Fidelity Noise-Isolating Earbuds/Earphones with Detachable Cable 2Pin 0.75mm (Without MIC, Blue)","Shenzhen Yuanze Electronic Co., Ltd",4 x 2.85 x 1.25 ,,2019-04-20,0.512,,ZS10 PRO,Sky Sound,11246,Earbud
B087CKQ4JC,"Bluetooth Headphones Wireless Neckband Earphones, ONKYO by TCL E720BT Stereo Sports in-Ear Headphones with Rich Bass, Echo Cancellation, Built-in Mic, for Sport, Gym, Work and Travel - Black",TCL,7.87 x 5.12 x 1.81 ,,2020-04-20,0.128,,,TCL Direct-US,4482,Earbud
B01DY8G5D0,ILIVE IAHB56W Bluetooth Headphones with Microphone (White),ILIVE,9 x 8.1 x 3.5 ,,2015-04-05,2.048,No,IAHB56W,FDRStore,10607,Over-EarHeadphones
B004QTSRTM,CAD Audio DH100 Drummer Isolation Headphones,,8.5 x 11.25 x 4.5 ,,2011-03-06,1.3,No,DH100,,4423,Over-EarHeadphones
B07BRST4R7,Monolith Headphone Cable with MMCX Connectors - 5 Feet - Pink with Oxygen Free Copper Braided Auxiliary Audio Cord,Monolith,4.2 x 3.8 x 1.2 ,,2018-03-15,0.016,,130362,,5035,Stereo1/4-inch
B07FSDBVL5,Origaudio Wrapsody Bluetooth Headphones - 85% Noise Canceling - True Wireless,Origaudio,9.2 x 7.9 x 5.3 ,1 Lithium ion batteries required. (included),2018-07-20,3.04,No,,Handstands Inc.,5179,On-EarHeadphones
B089SL2GJK,"TPSKY Wireless Bluetooth Cat Ear Headset,7 Colors Flashing LED Foldable Headphones, On-Ear Stereo Gaming Headset,Suitable for Smartphones Headset PC Tablet,for Girls,Kids",TPSKY,6.3 x 3.3 x 7.7 ,,2020-06-08,1.088,,09D0611F20N9,yongteng-zhe,1632,On-EarHeadphones
B00O93CDV8,"2 x Samsung 3.5mm in-Ear Stereo Headset OEM EO-EG900BW, White (Bulk Packaging)",Samsung,4 x 2 x 2 ,,2014-10-07,0.10144,No,EO-EG900BW 2 Headset + Gel,Amazing Gadgets SFL,838,Earbud
B08PV47QRR,"Lighting to 3.5 mm Headphone Jack Adapter MFi Certified Earphones Jack Adapter AUX Audio Dongle Cable for Phone 12,12 Pro,12 Pro Max,12 mini/11,11 Pro,11 Pro Max,XS,XS Max,XR/X/SE/8/7 Plus",TOMPOL,2.44 x 2.44 x 0.55 ,,2020-12-27,0.10144,,,Tompol-US,1317,HeadphoneAdapters
B01DJ8B0NK,Headphones Stand: Holder Hanger Universal Acrylic Headset Organizer for Razer Rocketfish Omega Monster DNA Beats Bose Sony Sennheiser HD598 HD558 Skullcandy Panasonic Koss Shure AKG Earphones (Black),Long Run Technologies,8.9 x 5.7 x 2.8 ,,2016-03-28,1.152,No,MUS270160,Long Run Technologies USA,498,HeadphoneStands
B07ZGGWQTC,50mm pad Soft Leather Headphone Ear Pads 【 for Sennheiser PX200 PX80 PC36 PX100 PMX100 PMX200 PXC300 PXC250 】,seninhi,5.5 x 3 x 0.45 ,,2019-10-22,0.1296,,,seninhi-US,1923,HeadphoneEarpads
B08MTBXV2C,"30H True Wireless Earbuds, Bluetooth 5.0 Headphones Noise Cancellation with Charging Case, Stereo Surround Sound for Sport Running, Ipx8 Waterproof (White)",Interepro,3.54 x 2.76 x 1.97 ,,2020-11-05,0.72,,,Wu han qu pin wang luo ke ji you xian gong si,13757,Earbud
B07Z1MJTSW,"True Wireless Earbuds Bluetooth 5.0 with Charging Case,Mini HD Stereo Sound Noise Cancelling in-Ear Headphones,Touch Control IPX7 Waterproof Sports Earphone Built-in Mic for iPhone/Android(Pink)",Hisionlee,4.1 x 2.9 x 1.8 ,,2019-10-11,0.064,,,HISIONLEE,1480,Earbud
B08K2MGK9R,"Wholesale Bulk Earbuds Headphones 50 Pack Multi Color for Classrooms Kids, Wensdo Durable Earphones Perfect for K12 Schools Students Teens Kindergarten Children Gift and Adult (Mixed)",Wensdo,10.59 x 6.73 x 2.4 ,,2020-09-25,1.24,,,Wensdo,3542,Earbud
B08N12ZTYD,"[Apple MFi Certified] iPhone to 3.5mm Car AUX Stereo Audio Cable (3.3FT/1M), Lightning to 3.5mm Nylon AUX Adapter Compatible with iPhone 12 Series/11/XS/XR/X 8 7/iPad to Home Stereo/Speaker/Headphone",esbeecables,0.5 x 0.08 x 0.08 ,,2020-11-18,0.1296,,,MAZIORT®,129,Stereo1/4-inch
B07JHFW534,"EVA Headphone Hard Travel Carrying Case, Portable Storage Bag for Bluetooth Wired Headset Earphone Earbuds MP3, AirPods, Lighting Cable, Power Adapter（Pink）",BUBM,9.57 x 6.46 x 3.11 ,,2018-10-16,0.2752,No,,BUBM Direct,8371,HeadphoneCases
B0869559DH,"Tiny Bluetooth Earbuds,Kids Wireless Earbuds with Cute USB-C Charging Case, Waterproof Stereo TWS Wireless Earphone for Workout Sport with Micphone,Bluetooth 5.0 Headphones for iOS and Android",AMAFACE,4.88 x 3.5 x 2.09 ,1 Lithium Polymer batteries required. (included),2020-09-12,0.2704,,,POLYBLUE-US,973,Earbud
B0794R6YCJ,"AUX to USB Adapter 3.5mm Male Aux Audio Jack Plug to USB 2.0 Female Converter Cord Converter Cable 2PACK Only Work for Car (Noitce:Have Matching Problem,Can't Fit All Kinds of Car",Oxsubor,6 x 4 x 0.5 ,,2018-01-18,0.1024,No,13,Oxsubor,2,CarAudio
